,S++
0,20
1,25
2,62
3,10
4,118
5,59
6,44
7,32
8,110
9,35
10,24
11,28
12,40
13,52
14,44
15,38
16,23
17,94
18,45
19,44
20,94
21,-11
22,34
23,18
24,4
25,84
26,24
27,94
28,44
29,20
30,118
31,36
32,44
33,59
34,20
35,52
36,24
37,110
38,76
39,44
40,39
41,50
42,110
43,13
44,75
45,18
46,78
47,6
48,10
49,4
