,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,-28,-118,-118
1,14,-114,-118
2,26,-122,-110
3,26,-130,-114
4,26,-114,-114
5,26,-118,-114
6,-36,-118,-118
7,26,-114,-118
8,-58,-118,-118
9,-7,-118,-118
10,26,-114,-114
11,26,-114,-122
12,26,-122,-114
13,26,-118,-122
14,-53,-110,-110
15,-55,-118,-118
16,-36,-110,-110
17,26,-118,-110
18,-40,-118,-118
19,26,-122,-130
20,26,-122,-118
21,26,-114,-122
22,26,-114,-114
23,26,-114,-114
24,26,-114,-114
25,-41,-110,-126
26,26,-122,-114
27,-53,-110,-118
28,26,-118,-114
29,-44,-110,-118
30,-51,-118,-118
31,-51,-118,-118
32,26,-122,-118
33,26,-114,-118
34,-52,-118,-110
35,26,-118,-122
36,-56,-118,-118
37,-51,-118,-110
38,-46,-126,-118
39,26,-114,-122
40,26,-114,-114
41,26,-114,-122
42,26,-122,-110
43,-19,-114,-118
44,26,-114,-122
45,-51,-118,-126
46,-9,-118,-110
47,26,-122,-114
48,-52,-118,-110
49,26,-122,-122
