,Algaater
0,50
1,51
2,-64
3,-70
4,-60
5,-46
6,-8
7,50
8,-54
9,50
10,50
11,50
12,-49
13,-50
14,-78
15,-58
16,-45
17,-38
18,52
19,-62
20,-49
21,51
22,51
23,-70
24,51
25,50
26,29
27,-33
28,-54
29,50
30,-46
31,29
32,50
33,7
34,-41
35,-54
36,-37
37,-30
38,50
39,-49
40,50
41,-25
42,-41
43,50
44,-38
45,-56
46,-54
47,-56
48,-62
49,50
