,Algaater
0,-75
1,16
2,22
3,44
4,-17
5,43
6,7
7,-64
8,-41
9,-10
10,-11
11,18
12,0
13,-44
14,7
15,-16
16,-70
17,24
18,29
19,-74
20,40
21,-64
22,-70
23,-58
24,-53
25,-66
26,-63
27,18
28,4
29,8
30,-8
31,-70
32,15
33,-10
34,-78
35,-72
36,-78
37,2
38,-10
39,-5
40,-68
41,52
42,-56
43,52
44,-67
45,-62
46,-73
47,8
48,33
49,-15
