,EEE
0,19
1,41
2,23
3,12
4,-23
5,50
6,43
7,66
8,66
9,94
10,53
11,106
12,5
13,49
14,94
15,4
16,83
17,-14
18,62
19,70
20,-40
21,58
22,47
23,56
24,-1
25,-12
26,84
27,37
28,13
29,42
30,8
31,101
32,54
33,69
34,102
35,35
36,78
37,41
38,49
39,22
40,82
41,35
42,5
43,99
44,95
45,47
46,32
47,-16
48,44
49,16
