,Algaater
0,4
1,-43
2,-70
3,18
4,-66
5,-77
6,52
7,-28
8,-70
9,19
10,12
11,-12
12,4
13,24
14,20
15,10
16,39
17,-78
18,17
19,52
20,-78
21,-3
22,-10
23,34
24,8
25,-72
26,12
27,-78
28,20
29,-8
30,-66
31,24
32,52
33,-77
34,-40
35,24
36,0
37,-70
38,-76
39,52
40,15
41,50
42,-70
43,-3
44,-73
45,34
46,-86
47,10
48,30
49,8
