,BBL
0,-51
1,-67
2,-37
3,-30
4,-55
5,23
6,-23
7,-44
8,-38
9,-101
10,-53
11,-40
12,-44
13,-63
14,-39
15,-30
16,-59
17,-76
18,-29
19,-45
20,-52
21,-34
22,-52
23,-88
24,3
25,-59
26,-57
27,-49
28,-87
29,-64
30,-12
31,-65
32,-29
33,-76
34,-13
35,-85
36,-79
37,-50
38,-38
39,-44
40,-59
41,-19
42,-71
43,-42
44,-33
45,-46
46,-23
47,-24
48,-31
49,-65
