,BBL
0,-43
1,-40
2,-40
3,-42
4,-40
5,-43
6,-41
7,-42
8,-40
9,-42
10,-40
11,-42
12,-40
13,-40
14,-40
15,-40
16,-42
17,-40
18,-40
19,-40
20,-42
21,-42
22,-40
23,-40
24,-42
25,-40
26,-42
27,-43
28,-41
29,-40
30,-42
31,-42
32,-40
33,-40
34,-40
35,-42
36,-43
37,-42
38,-42
39,-40
40,-40
41,-40
42,-43
43,-40
44,-40
45,-41
46,-42
47,-43
48,-40
49,-40
