,S++
0,-79
1,-21
2,-58
3,-16
4,-46
5,-19
6,-55
7,-13
8,-48
9,-38
10,-56
11,-44
12,-18
13,-60
14,-35
15,-45
16,-35
17,-63
18,-69
19,-51
20,-79
21,-57
22,-62
23,-34
24,-48
25,-69
26,-73
27,-40
28,-54
29,-36
30,-73
31,-101
32,-63
33,-37
34,-23
35,-13
36,-79
37,-78
38,-57
39,-60
40,-28
41,-76
42,-51
43,-38
44,-83
45,-63
46,-24
47,-71
48,-66
49,-16
