,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,50,-62,-62
1,50,-62,-62
2,50,-62,-62
3,-2,-66,-66
4,26,-66,-66
5,50,-62,-66
6,26,-62,-66
7,26,-62,-62
8,26,-66,-66
9,-2,-66,-66
10,50,-62,-62
11,50,-62,-62
12,50,-66,-62
13,6,-62,-66
14,22,-66,-66
15,50,-62,-62
16,26,-66,-66
17,26,-66,-66
18,6,-66,-66
19,50,-62,-62
20,50,-62,-62
21,-2,-66,-66
22,14,-66,-66
23,50,-62,-66
24,50,-66,-62
25,50,-62,-62
26,50,-62,-62
27,50,-62,-62
28,22,-66,-66
29,50,-66,-62
30,50,-66,-62
31,50,-62,-62
32,50,-62,-62
33,26,-62,-66
34,26,-66,-66
35,6,-66,-62
36,-2,-66,-66
37,50,-62,-62
38,50,-62,-62
39,6,-66,-62
40,22,-66,-66
41,26,-66,-66
42,50,-62,-62
43,50,-62,-66
44,6,-66,-66
45,22,-66,-66
46,26,-66,-66
47,50,-62,-62
48,22,-62,-62
49,-2,-62,-66
