,BBL
0,-40
1,-41
2,-45
3,-45
4,-41
5,-45
6,-45
7,-41
8,-41
9,-45
10,-41
11,-41
12,-41
13,-45
14,-39
15,-41
16,-39
17,-41
18,-45
19,-45
20,-45
21,-36
22,-41
23,-41
24,-41
25,-41
26,-39
27,-41
28,-41
29,-41
30,-45
31,-41
32,-45
33,-41
34,-41
35,-41
36,-39
37,-41
38,-39
39,-41
40,-41
41,-39
42,-39
43,-41
44,-40
45,-41
46,-41
47,-45
48,-41
49,-41
