,Algaater
0,-49
1,53
2,15
3,28
4,17
5,50
6,43
7,-70
8,-50
9,-50
10,-43
11,-62
12,-47
13,9
14,-78
15,-16
16,-61
17,-6
18,-10
19,-70
20,16
21,-70
22,15
23,-36
24,3
25,28
26,-56
27,-19
28,33
29,-46
30,16
31,-67
32,26
33,-39
34,-74
35,19
36,-66
37,53
38,-47
39,10
40,-74
41,55
42,17
43,-73
44,-49
45,51
46,40
47,-16
48,52
49,32
