,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,98,96,98
1,96,96,96
2,98,96,96
3,96,96,98
4,98,96,96
5,98,98,96
6,98,98,96
7,98,96,96
8,98,96,96
9,98,96,96
10,98,96,96
11,98,96,98
12,98,96,96
13,98,98,96
14,98,98,98
15,98,96,98
16,98,98,96
17,98,98,96
18,98,98,96
19,98,96,98
20,98,96,96
21,98,96,98
22,98,98,96
23,98,96,96
24,98,96,96
25,98,96,96
26,98,98,96
27,98,96,98
28,98,96,98
29,98,96,98
30,98,98,96
31,98,96,96
32,98,98,96
33,98,96,96
34,98,96,98
35,98,98,96
36,98,96,96
37,98,96,96
38,98,98,98
39,98,96,98
40,98,98,98
41,98,96,96
42,98,96,98
43,98,96,98
44,98,96,96
45,96,96,98
46,98,96,96
47,98,96,98
48,98,96,98
49,96,96,96
