,S++
0,74
1,72
2,76
3,68
4,70
5,74
6,66
7,66
8,58
9,64
10,72
11,74
12,56
13,64
14,66
15,70
16,64
17,64
18,58
19,68
20,72
21,54
22,76
23,68
24,60
25,58
26,72
27,66
28,56
29,64
30,76
31,72
32,58
33,64
34,68
35,66
36,60
37,72
38,86
39,58
40,66
41,70
42,72
43,70
44,62
45,62
46,62
47,74
48,66
49,66
