,Unnamed: 0,Rewards,Agent
0,0,86,AlegAATr
1,1,76,AlegAATr
2,2,86,AlegAATr
3,3,80,AlegAATr
4,4,84,AlegAATr
5,5,82,AlegAATr
6,6,72,AlegAATr
7,7,70,AlegAATr
8,8,76,AlegAATr
9,9,68,AlegAATr
10,10,74,AlegAATr
11,11,96,AlegAATr
12,12,68,AlegAATr
13,13,78,AlegAATr
14,14,82,AlegAATr
15,15,84,AlegAATr
16,16,74,AlegAATr
17,17,80,AlegAATr
18,18,80,AlegAATr
19,19,70,AlegAATr
20,20,76,AlegAATr
21,21,72,AlegAATr
22,22,96,AlegAATr
23,23,72,AlegAATr
24,24,64,AlegAATr
25,25,76,AlegAATr
26,26,78,AlegAATr
27,27,66,AlegAATr
28,28,82,AlegAATr
29,29,68,AlegAATr
30,30,74,AlegAATr
31,31,76,AlegAATr
32,32,98,AlegAATr
33,33,66,AlegAATr
34,34,80,AlegAATr
35,35,68,AlegAATr
36,36,78,AlegAATr
37,37,72,AlegAATr
38,38,78,AlegAATr
39,39,74,AlegAATr
40,40,82,AlegAATr
41,41,74,AlegAATr
42,42,76,AlegAATr
43,43,72,AlegAATr
44,44,72,AlegAATr
45,45,68,AlegAATr
46,46,68,AlegAATr
47,47,86,AlegAATr
48,48,88,AlegAATr
49,49,68,AlegAATr
50,0,88,AlegAATr
51,1,94,AlegAATr
52,2,74,AlegAATr
53,3,72,AlegAATr
54,4,96,AlegAATr
55,5,76,AlegAATr
56,6,84,AlegAATr
57,7,94,AlegAATr
58,8,90,AlegAATr
59,9,86,AlegAATr
60,10,76,AlegAATr
61,11,92,AlegAATr
62,12,88,AlegAATr
63,13,64,AlegAATr
64,14,94,AlegAATr
65,15,82,AlegAATr
66,16,98,AlegAATr
67,17,46,AlegAATr
68,18,88,AlegAATr
69,19,92,AlegAATr
70,20,94,AlegAATr
71,21,96,AlegAATr
72,22,94,AlegAATr
73,23,88,AlegAATr
74,24,96,AlegAATr
75,25,76,AlegAATr
76,26,94,AlegAATr
77,27,90,AlegAATr
78,28,94,AlegAATr
79,29,76,AlegAATr
80,30,90,AlegAATr
81,31,98,AlegAATr
82,32,46,AlegAATr
83,33,98,AlegAATr
84,34,76,AlegAATr
85,35,96,AlegAATr
86,36,52,AlegAATr
87,37,92,AlegAATr
88,38,92,AlegAATr
89,39,68,AlegAATr
90,40,80,AlegAATr
91,41,60,AlegAATr
92,42,88,AlegAATr
93,43,90,AlegAATr
94,44,94,AlegAATr
95,45,90,AlegAATr
96,46,96,AlegAATr
97,47,86,AlegAATr
98,48,90,AlegAATr
99,49,98,AlegAATr
100,0,96,AlegAATr
