,S++
0,96
1,94
2,100
3,94
4,96
5,100
6,94
7,98
8,96
9,100
10,100
11,90
12,100
13,98
14,98
15,100
16,98
17,100
18,100
19,96
20,98
21,100
22,100
23,100
24,98
25,96
26,100
27,98
28,98
29,96
30,96
31,98
32,98
33,100
34,96
35,96
36,98
37,96
38,98
39,96
40,100
41,98
42,98
43,98
44,98
45,84
46,96
47,98
48,98
49,96
