,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,58,80,66
1,56,74,76
2,64,72,76
3,70,74,74
4,62,72,74
5,72,74,62
6,72,78,68
7,68,70,76
8,54,68,68
9,66,74,76
10,62,78,70
11,70,60,74
12,60,68,82
13,60,78,62
14,64,74,60
15,62,76,68
16,60,86,72
17,66,68,68
18,66,74,64
19,72,70,78
20,64,68,58
21,66,78,74
22,70,80,66
23,72,78,78
24,64,74,74
25,58,74,82
26,74,64,78
27,62,74,74
28,58,82,72
29,60,70,68
30,62,62,60
31,64,70,70
32,64,72,64
33,64,68,74
34,70,70,78
35,76,80,74
36,70,74,66
37,46,64,66
38,70,80,66
39,64,70,64
40,74,70,70
41,66,74,60
42,60,76,70
43,64,88,78
44,54,74,68
45,66,78,74
46,60,74,70
47,68,60,70
48,74,76,62
49,56,64,76
