,BBL
0,74
1,66
2,66
3,68
4,74
5,54
6,66
7,66
8,62
9,62
10,70
11,58
12,68
13,52
14,72
15,66
16,62
17,78
18,68
19,68
20,72
21,70
22,64
23,64
24,60
25,74
26,62
27,70
28,66
29,66
30,62
31,70
32,70
33,66
34,72
35,74
36,68
37,66
38,60
39,64
40,72
41,68
42,70
43,72
44,72
45,58
46,62
47,74
48,64
49,68
