,Algaater
0,100
1,100
2,100
3,100
4,100
5,100
6,100
7,100
8,100
9,100
10,100
11,100
12,100
13,100
14,100
15,100
16,100
17,100
18,100
19,100
20,100
21,100
22,100
23,100
24,100
25,100
26,100
27,100
28,100
29,100
30,100
31,100
32,100
33,100
34,100
35,100
36,100
37,100
38,100
39,100
40,100
41,100
42,100
43,100
44,100
45,100
46,100
47,100
48,100
49,100
50,98
51,98
52,98
53,98
54,98
55,98
56,98
57,98
58,96
59,98
60,96
61,96
62,98
63,98
64,96
65,98
66,98
67,98
68,98
69,98
70,98
71,98
72,98
73,98
74,98
75,98
76,98
77,96
78,98
79,98
80,98
81,98
82,96
83,98
84,98
85,96
86,98
87,98
88,98
89,96
90,98
91,98
92,98
93,96
94,98
95,98
96,98
97,98
98,98
99,98
100,98
101,96
102,96
103,96
104,98
105,98
106,98
107,98
108,96
109,98
110,96
111,96
112,98
113,98
114,96
115,98
116,98
117,98
118,96
119,98
120,98
121,98
122,98
123,98
124,98
125,98
126,98
127,96
128,98
129,96
130,98
131,98
132,98
133,98
134,98
135,98
136,98
137,98
138,98
139,96
140,98
141,98
142,98
143,98
144,98
145,98
146,98
147,98
148,98
149,98
