"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
"visualTrait is 0, homophily is 0, alpha is 87, otherishDebtLimits is 47, coalitionTarget is 14, fixedUsage is 12, w_modularity is 42, w_centrality is 65, w_collective_strength is 55, w_familiarity is 86, w_prosocial is 67, initialDefense is 56, minKeep is 20, defenseUpdate is 2, defensePropensity is 76, fearDefense is 43, safetyFirst is 36, pillageFury is 46, pillageDelay is 21, pillagePriority is 7, pillageMargin is 74, pillageCompanionship is 85, pillageFriends is 62, vengenceMultiplier is 9, vengenceMax is 23, vengencePriority is 57, defendFriendMultiplier is 72, defendFriendMax is 32, defendFriendPriority is 48, attackGoodGuys is 49, limitingGive is 90, groupAware is 1, joinCoop is 0"
