,Algaater
0,52
1,-14
2,-2
3,-14
4,8
5,34
6,6
7,98
8,102
9,128
10,26
11,122
12,56
13,88
14,60
15,92
16,126
17,24
18,72
19,-26
20,-4
21,-12
22,-8
23,-12
24,-22
25,-8
26,24
27,-14
28,80
29,86
30,136
31,-10
32,-4
33,-30
34,-6
35,22
36,-18
37,100
38,-12
39,-10
40,36
41,120
42,-16
43,114
44,-2
45,-38
46,-30
47,38
48,98
49,126
