,Algaater
0,150
1,132
2,122
3,88
4,126
5,106
6,92
7,138
8,136
9,174
10,124
11,116
12,126
13,122
14,120
15,148
16,90
17,102
18,90
19,148
20,142
21,110
22,90
23,122
24,124
25,90
26,96
27,118
28,152
29,134
30,96
31,122
32,92
33,90
34,122
35,142
36,144
37,96
38,146
39,84
40,148
41,114
42,136
43,102
44,102
45,92
46,134
47,88
48,152
49,90
