,CoopPunishOpp,BullyOpp,BullyPunishOpp
0,116,-78,-100
1,126,-78,-100
2,122,-100,-96
3,124,-94,-98
4,120,-92,-94
5,118,-88,-90
6,122,-90,-94
7,128,-90,-86
8,120,-76,-98
9,124,-82,-102
10,118,-98,-86
11,130,-92,-86
12,122,-94,-88
13,124,-86,-90
14,126,-90,-78
15,118,-94,-104
16,122,-104,-88
17,124,-98,-86
18,120,-90,-92
19,114,-88,-104
20,130,-66,-94
21,120,-94,-78
22,120,-94,-90
23,122,-92,-86
24,122,-90,-94
25,118,-104,-102
26,120,-82,-82
27,126,-70,-98
28,124,-98,-100
29,122,-88,-98
30,134,-90,-82
31,122,-102,-100
32,120,-86,-102
33,120,-100,-94
34,124,-96,-86
35,122,-90,-86
36,118,-90,-98
37,122,-88,-86
38,118,-90,-110
39,118,-84,-110
40,122,-102,-102
41,120,-98,-80
42,114,-114,-106
43,118,-70,-74
44,126,-104,-106
45,116,-86,-94
46,120,-98,-92
47,122,-94,-90
48,126,-88,-110
49,124,-86,-92
