,BBL
0,42
1,36
2,36
3,-20
4,-20
5,30
6,-26
7,-20
8,42
9,-26
10,36
11,-26
12,-26
13,-20
14,30
15,20
16,26
17,36
18,30
19,-20
20,26
21,20
22,-14
23,-14
24,-26
25,-26
26,-26
27,26
28,-26
29,-20
30,-26
31,26
32,-20
33,-14
34,-14
35,30
36,26
37,-14
38,-14
39,-26
40,-14
41,-26
42,20
43,-26
44,20
45,-14
46,30
47,-32
48,20
49,-26
