,BBL
0,82
1,44
2,104
3,50
4,100
5,86
6,10
7,82
8,58
9,64
10,64
11,88
12,82
13,58
14,106
15,94
16,46
17,34
18,20
19,74
20,100
21,112
22,112
23,88
24,76
25,74
26,104
27,70
28,76
29,88
30,88
31,42
32,118
33,64
34,100
35,68
36,112
37,58
38,86
39,34
40,80
41,22
42,46
43,106
44,118
45,118
46,94
47,36
48,46
49,92
