,Algaater
0,112
1,112
2,108
3,114
4,102
5,114
6,118
7,114
8,102
9,116
10,64
11,112
12,112
13,88
14,106
15,108
16,92
17,112
18,98
19,102
20,116
21,102
22,98
23,100
24,86
25,88
26,144
27,150
28,148
29,138
30,158
31,108
32,84
33,100
34,106
35,126
36,122
37,92
38,100
39,90
40,120
41,88
42,102
43,106
44,90
45,120
46,146
47,102
48,102
49,74
