,BBL
0,70
1,80
2,82
3,114
4,74
5,70
6,12
7,62
8,82
9,-10
10,84
11,84
12,82
13,82
14,12
15,40
16,58
17,82
18,10
19,46
20,66
21,76
22,46
23,88
24,26
25,24
26,76
27,68
28,34
29,28
30,48
31,102
32,66
33,-12
34,84
35,62
36,96
37,30
38,114
39,104
40,48
41,78
42,-18
43,74
44,18
45,34
46,82
47,64
48,-16
49,56
