,Algaater
0,74
1,104
2,0
3,70
4,-40
5,98
6,-56
7,126
8,54
9,118
10,70
11,84
12,-4
13,-62
14,-60
15,-22
16,-2
17,98
18,122
19,-80
20,-46
21,-48
22,26
23,-76
24,96
25,24
26,-16
27,-78
28,-8
29,18
30,-74
31,-74
32,-64
33,92
34,8
35,-38
36,-74
37,-26
38,-36
39,32
40,-82
41,-84
42,22
43,58
44,16
45,80
46,16
47,-44
48,-20
49,-16
