,Algaater
0,-62
1,-48
2,-50
3,-40
4,-60
5,-62
6,-62
7,-50
8,-60
9,-40
10,-50
11,-62
12,-40
13,-60
14,-62
15,-48
16,-60
17,-60
18,-64
19,-62
20,-62
21,-62
22,-64
23,-62
24,-62
25,-60
26,-50
27,-64
28,-60
29,-40
30,-62
31,-64
32,-62
33,-62
34,-62
35,-52
36,-62
37,-62
38,-60
39,-50
40,-50
41,-58
42,-42
43,-44
44,-52
45,-60
46,-62
47,-62
48,-40
49,-50
