,Algaater
0,12
1,10
2,28
3,4
4,116
5,-6
6,0
7,66
8,-26
9,0
10,104
11,-46
12,68
13,-18
14,98
15,-36
16,132
17,76
18,122
19,-6
20,84
21,-14
22,-2
23,-6
24,-24
25,-4
26,-10
27,8
28,-22
29,24
30,-32
31,-20
32,120
33,2
34,26
35,-34
36,-4
37,68
38,18
39,64
40,16
41,70
42,112
43,78
44,-32
45,-6
46,66
47,-14
48,22
49,-6
