,SMAlegAATr
0,-94
1,-76
2,-64
3,-78
4,-100
5,-90
6,-70
7,-94
8,-86
9,-72
10,-72
11,-80
12,-94
13,-86
14,-102
15,-98
16,-82
17,-78
18,-68
19,-86
20,-52
21,-88
22,-104
23,-96
24,-76
25,-86
26,-96
27,-74
28,-92
29,-96
30,-80
31,-54
32,-106
33,-72
34,-100
35,-84
36,-104
37,-86
38,-58
39,-78
40,-56
41,-74
42,-82
43,-102
44,-106
45,-90
46,-98
47,-52
48,-82
49,-92
