,Algaater
0,-58
1,-38
2,-58
3,-22
4,-30
5,-58
6,-38
7,-56
8,-58
9,-56
10,-60
11,-56
12,-40
13,-28
14,-58
15,-30
16,-58
17,-60
18,-56
19,-56
20,-56
21,-22
22,-40
23,-58
24,-38
25,-40
26,-56
27,-58
28,-58
29,-38
30,-56
31,-58
32,-58
33,-38
34,-56
35,-56
36,-26
37,-58
38,-40
39,-58
40,-56
41,-58
42,-56
43,-58
44,-38
45,-58
46,-58
47,-58
48,-56
49,-30
