,S++
0,30
1,-4
2,-24
3,18
4,42
5,14
6,14
7,12
8,42
9,26
10,18
11,40
12,-32
13,22
14,18
15,-10
16,46
17,24
18,16
19,38
20,-20
21,24
22,-6
23,-20
24,-6
25,86
26,-22
27,28
28,44
29,8
30,36
31,52
32,10
33,14
34,64
35,2
36,24
37,12
38,4
39,4
40,42
41,36
42,36
43,2
44,42
45,10
46,30
47,-6
48,30
49,20
