,EEE
0,-28
1,-22
2,-12
3,-4
4,60
5,-38
6,-40
7,34
8,-26
9,-24
10,48
11,-14
12,-4
13,-34
14,2
15,-28
16,60
17,84
18,-22
19,-22
20,60
21,-30
22,-34
23,-6
24,-32
25,-44
26,-42
27,-48
28,-6
29,-32
30,40
31,-28
32,0
33,2
34,-22
35,-2
36,-12
37,-36
38,-46
39,-40
40,56
41,-58
42,40
43,-2
44,-8
45,-38
46,18
47,-14
48,-26
49,-38
