,Algaater
0,150
1,108
2,130
3,150
4,104
5,150
6,150
7,150
8,150
9,130
10,130
11,150
12,102
13,150
14,130
15,130
16,150
17,130
18,150
19,130
20,150
21,98
22,150
23,98
24,82
25,100
26,150
27,150
28,130
29,150
30,150
31,130
32,130
33,150
34,150
35,130
36,150
37,150
38,96
39,150
40,150
41,120
42,130
43,150
44,150
45,130
46,130
47,150
48,130
49,94
