Supertrend,-0.61668396,-0.054204702,-0.6089161,-0.21765691,1.5686393,-0.3992914,-0.06896213,0.137366,-0.9925137,0.9132427,-1.0699618,-1.187131,-1.0990007,-0.26604688,-0.66066253,1.6884573,1.3681328,-0.7965599,0.040153384,-0.5125049,-0.26145422,1.7704964,-0.5306642,-0.96154356,-0.82711047,-0.5495076,-0.123978674,-1.1704837,-0.87083733,-1.2044202,-0.43519697,2.0555644,1.8812078,1.8558102,-0.065066755,0.8285588,-1.317283,-1.2399207,0.429412,1.2775908,-1.0563538,-0.91511816,1.1296633,1.3687785,1.1148762,-0.6940375,-0.94644177,0.24613988,-0.3108287,1.9216614,1.0316344,1.251642,1.5732765,1.0654423,2.6858177,-0.23078579,1.4460602,0.34908038,0.358607,-0.95521677,-1.2389518,-0.74438447,0.23361528,0.38424712,-0.70891017,0.6334586,-1.0113742,0.9016279,-0.53370386,-0.4375375,-1.0736417,-0.9138677,-0.8097129,0.42517406,-0.97175324,-0.7701179,2.5052037,-0.11094475,-0.3205374,-1.0909747,2.0505085,-0.8489893,-0.06944883,-1.0223498,-1.5643541,-0.1871292,-1.2224212,-1.0618837,0.61369884,-0.89314866,-0.6104661,1.9049498,1.0864693,-0.7246789,1.3120866,0.5247184,0.34958577,-0.8194964,-0.6603854,-1.102975,-0.10963732,0.14543778,-0.12407458,-0.59438074,-0.64701754,-1.1207733,1.6022098,-0.76383054,-0.6123033,0.2034241,-0.7133682,0.7842473,-0.17685664,-0.73309076,0.019760817,0.049738884,0.48246574,-0.8743249,-0.6671951,1.4968829,-1.1021318,-0.7417126,-1.3153067,-0.7428044,-1.1058341,-1.1133221,0.7737736,-0.9829856
Supertrend,-0.71963596,0.14860713,-0.39041105,-0.20467335,1.6429863,0.076114535,-0.36988795,0.15379792,-1.0256836,0.8899593,-0.98276246,-0.9764049,-1.0829462,-0.27320713,-0.7068621,1.2274857,1.056555,-0.841057,-0.17255884,-0.71367526,-0.31946242,1.8063421,-0.5224674,-0.935169,-0.82503504,-0.32151735,-0.08500326,-1.110738,-0.5209009,-1.2017226,-0.5926521,2.89134,2.1450367,1.9319901,-0.016369343,1.0043426,-1.3143551,-1.2429442,0.10259032,1.417458,-1.0538695,-0.8972525,1.0856903,1.3834695,1.1630094,-0.8695206,-0.8895332,0.27998215,-0.13416404,1.9025004,1.6618965,1.3251395,1.2203169,1.6356673,2.729921,-0.051220655,1.3760872,0.7746837,0.5297743,-0.91969466,-1.1329353,-0.7427506,0.39835125,0.45601177,-0.7312024,0.5801096,-1.0746738,0.71254456,-0.6596067,-0.19391865,-1.071196,-0.89039963,-0.8081136,0.61170685,-1.0192554,-0.6257377,2.9201038,-0.32190228,-0.3820856,-0.91464746,1.5276303,-0.96777076,-0.19212985,-1.134195,-1.5611492,-0.45169818,-1.2198368,-1.0595319,0.46553022,-0.91989493,-0.71118176,1.5917177,0.98055154,-0.7021649,1.2608976,-0.04126388,-0.3252067,-0.5217349,-0.42504218,-1.0980154,-0.18094808,0.25927,-0.081667125,-0.53303194,-0.66452706,-1.105227,1.2381713,-0.7620915,-0.63025224,0.35375977,-0.71860045,0.68880975,-0.25284773,-0.7801636,0.012785882,0.0074617267,0.65863395,-0.8659501,-0.6075091,1.528173,-1.0467436,-0.7021316,-1.312608,-0.9487908,-1.1035236,-1.2158507,0.8656118,-0.8630819
BeepBoop,-0.5729054,-0.020657599,-0.5158078,-0.33775854,1.6855179,-0.37835002,-0.13168103,0.047754765,-1.1527785,0.9406392,-0.67601705,-1.1659771,-1.0937675,-0.35347778,-0.7519301,1.3264077,1.3744203,-0.67884207,0.034194767,-0.4931528,-0.31250393,2.126277,-0.56707156,-0.80502594,-0.80880684,-0.83793914,-0.24780375,-1.1479443,-0.854005,-1.1806297,-0.41521204,1.9020832,1.7995495,2.0411918,-0.2954861,0.76387453,-1.2341609,-1.2752945,0.42424792,1.8822856,-1.0344427,-0.77229524,1.2334039,1.8498069,0.88377374,-0.79582644,-1.0816548,0.22833967,-0.21595377,1.9234793,1.1777723,1.0674701,1.3490005,1.6148388,2.4588974,-0.11302674,1.3808112,0.4465325,0.1909405,-0.777112,-1.133682,-0.70118624,0.31253594,0.39386022,-0.83551216,0.5148278,-1.057036,0.6204697,-0.50018954,-0.5220322,-1.0520712,-1.0457252,-0.7956078,0.77138674,-0.9338591,-0.8128117,2.598317,-0.078520775,-0.16893196,-1.024778,1.8595113,-0.9519479,-0.32170087,-1.0735937,-1.5360895,-0.084916174,-1.1996279,-0.90705913,0.3470952,-0.9002018,-0.55062586,1.9333373,0.9670311,-0.67117757,1.2260699,0.46759033,-0.042648196,-0.81219697,-0.63727486,-1.0830144,-0.20289761,0.35543323,0.18724257,-0.83166337,-0.7665329,-0.90578985,1.4157865,-0.7484925,-0.7942795,-0.07718134,-0.7608702,0.9346864,-0.26287246,-0.6978264,0.054039836,0.024627447,0.7035965,-0.8975978,-0.7409936,1.8382802,-0.9460784,-0.6051842,-1.2915057,-0.9391066,-1.0854568,-1.1462822,0.6467247,-0.99482733
BeepBoop,-0.54062957,0.083135486,-0.47349817,-0.3684551,1.6005464,-0.2552632,0.0667181,0.11531675,-1.0252302,0.99950063,-0.962431,-1.0825225,-1.0605195,-0.29644173,-0.6801319,1.5368533,1.4641188,-0.7951046,0.0457623,-0.35931486,-0.336223,1.7179922,-0.5201024,-0.9099174,-0.8214771,-0.51100546,-0.30756596,-1.1635467,-0.7622589,-1.1970981,-0.3405639,2.1802392,1.9139051,1.7554786,-0.044413686,0.72753817,-1.3093352,-1.284935,0.37960565,1.988244,-1.0496103,-0.8130052,0.9695226,1.7065729,1.019773,-0.72292376,-0.9411725,0.22390097,-0.3231374,1.7548708,1.3738766,1.153602,1.4397118,1.7128191,2.4971666,-0.22436726,1.3315648,0.4474069,0.43567747,-0.78524554,-1.1444983,-0.73994935,-0.085680366,0.14390635,-0.6305563,0.4559222,-0.9992961,0.42884648,-0.52754307,-0.4367885,-1.0670029,-0.9494929,-0.80537176,0.55298793,-1.0289966,-0.6916302,2.4953365,-0.27972725,-0.3203923,-1.0093923,2.0572958,-0.82999706,-0.29950345,-0.8928994,-1.5209465,-0.11460203,-1.2154061,-1.0554997,0.37521917,-0.99169856,-0.610523,2.2311306,1.1281178,-0.780033,1.1263287,0.55484015,0.16702867,-0.70025396,-0.59457886,-1.122918,-0.14024138,0.39266866,-0.078148246,-0.76528054,-0.67403376,-1.0977292,1.3661659,-0.75911,-0.81236213,0.15018654,-0.75833863,0.79940546,-0.17191046,-0.83715314,0.022779167,0.03775829,0.5289862,-0.88598204,-0.73265433,1.4522703,-1.0764958,-0.7627318,-1.3079814,-0.8029042,-1.0995625,-1.1619151,0.70253086,-1.0074986
PSAR,-0.42436057,-0.10119167,-0.5872275,-0.3152259,1.4401853,-0.50562453,0.10344094,0.1389389,-1.0214188,0.93491864,-0.795869,-1.1902723,-1.1676459,-0.27445447,-0.4342357,1.5976366,1.4886236,-0.72464246,-0.01704961,-0.5164847,-0.30436653,1.8350853,-0.5126096,-0.9548552,-0.82988256,-0.7538489,-0.22367352,-1.1738973,-0.89757055,-1.2080232,-0.30425078,1.911375,1.7876109,1.9324415,-0.056307435,0.8597521,-1.321194,-1.1949075,0.49543202,1.8252602,-1.0596724,-0.799579,1.0403023,1.8186208,1.0956633,-0.6909232,-1.1064548,0.17994833,-0.3770941,1.8114729,1.1844869,1.1449682,1.4263829,1.5273567,2.3158264,-0.15803313,1.4283228,0.39885098,0.33551145,-0.8341918,-1.1485249,-0.6910785,-0.11612189,0.25339264,-0.7297528,0.44090825,-1.0260218,0.5701474,-0.4525385,-0.4561233,-1.0769085,-1.0074397,-0.81184906,0.6765942,-0.95198065,-0.76630914,2.3398995,-0.102918744,-0.27634197,-1.0434307,2.1465986,-0.759929,-0.32354587,-0.93220997,-1.3096516,-0.0921613,-1.2258732,-1.0352856,0.37216133,-0.94524056,-0.66924953,2.137827,1.072413,-0.7434426,1.2864895,0.7156206,0.13037479,-0.75194913,-0.60812056,-0.9852803,-0.13007951,-0.009422064,-0.05781555,-0.74308735,-0.74262697,-1.0842599,1.514655,-0.7661535,-0.7800442,-0.21601766,-0.7848371,0.722605,-0.20652485,-0.7713481,0.11427081,0.0025165677,0.6309247,-0.88167065,-0.7493335,1.6103461,-1.0454897,-0.7945552,-1.3189112,-0.67188466,-1.1089202,-1.1012796,0.6405883,-1.0159047
Choc,-0.5901533,-0.0017175674,-0.5240612,-0.15008277,1.4968386,-0.2178427,-0.09006241,0.06769818,-0.83850104,0.82062155,-1.1051776,-1.203784,-1.0420936,-0.23826438,-0.60330343,1.6149518,1.3548466,-0.7880155,-0.120868504,-0.7269578,-0.31123763,1.674503,-0.45685524,-0.9752367,-0.8418059,-0.3215344,-0.009354234,-1.1885799,-0.786013,-1.2235206,-0.42062256,2.3350742,1.9952737,1.706104,0.18143952,1.0435498,-1.3380165,-1.1523302,0.47799468,1.491538,-1.0739456,-0.94655585,0.8820576,1.392908,1.12345,-0.76088434,-0.6669734,0.24591821,-0.3010248,1.6518471,1.1741428,1.3413608,1.4574963,1.5083517,2.5609934,-0.20278913,1.4271007,0.55789953,0.4737426,-0.86405724,-1.1863605,-0.75595397,0.11114353,0.2839437,-0.8133606,0.6151499,-0.97406673,0.7558564,-0.6195024,-0.27554953,-1.0909599,-0.93860805,-0.82103735,0.5701126,-1.0068367,-0.71184075,2.4449997,-0.23422474,-0.36431715,-1.1126072,1.9813501,-0.7696582,-0.23819268,-0.82472706,-1.5870466,-0.3217216,-1.2407212,-1.0785373,0.5994135,-1.0127138,-0.62645507,2.1845524,1.0732708,-0.7663398,1.3724608,0.5119404,0.044591665,-0.62861884,-0.58606327,-1.054383,-0.0744043,0.11260772,-0.36057985,-0.5900504,-0.6655022,-1.1374696,1.6074352,-0.77614504,-0.67559826,0.17558527,-0.83078516,0.46943188,-0.22390842,-0.8603515,0.09532693,-0.03343743,0.55343235,-0.90211916,-0.64878136,1.4962213,-1.0791351,-0.76499426,-1.3344154,-0.65572536,-1.1221943,-1.1989257,0.7204103,-1.0278289
PSAR,-0.71693707,0.087584555,-0.5508492,-0.34552926,1.4940015,0.0709188,-0.17688772,0.13979858,-0.9734744,0.8570691,-1.1169326,-1.1258057,-1.2011484,-0.21823001,-0.8696188,1.3704205,1.1751468,-0.86186737,-0.25287348,-0.8697729,-0.33501607,1.879283,-0.44375086,-0.9850596,-0.8523479,-0.4285182,0.004730761,-1.2015616,-0.68592227,-1.2372229,-0.5396449,2.3905842,2.067048,1.9476488,0.029339552,1.0050958,-1.3431027,-1.0578225,0.2863025,1.3646789,-1.0865655,-0.80003154,1.2187161,1.4482875,1.2298225,-0.7566999,-0.94412076,0.07274711,-0.070471704,1.7012053,1.3265867,1.3489552,1.4301982,1.7158478,2.3772526,-0.18317395,1.5394776,0.8978718,0.5558222,-1.0493627,-1.0818762,-0.7642536,0.11978322,0.23969561,-0.7834321,0.5173561,-0.94835913,0.7852888,-0.6802949,-0.26405638,-1.1033834,-0.9612553,-0.82916117,0.6955477,-0.88844687,-0.6465385,2.6592555,-0.24099779,-0.30504587,-1.0492746,1.6883903,-0.88878495,-0.26960355,-1.1029792,-1.5211558,-0.3099559,-1.2205893,-1.090484,0.4612224,-0.7407168,-0.73383486,1.8770918,0.9567054,-0.8534169,1.3756245,0.49060476,0.022073627,-0.7614534,-0.23807079,-0.49232084,-0.24525893,0.10591793,-0.03757465,-0.47123772,-0.7327334,-1.1494471,1.3228394,-0.7849791,-0.7659693,-0.09192634,-0.73694456,0.55794275,-0.27900016,-0.782602,0.04701513,-0.024223208,0.7142333,-0.7918766,-0.6678137,1.4070616,-1.0264773,-0.7499105,-1.3481236,-0.9151787,-1.0099841,-1.1422381,0.92750967,-0.9688409
PSAR,-0.66510135,0.047510564,-0.51502866,-0.36793488,1.6567698,0.25527167,-0.19480851,0.21667653,-0.9722285,0.8361739,-1.085294,-0.86608374,-1.1102244,-0.27045643,-0.69413996,1.1946907,1.1993377,-0.8215208,-0.24681556,-0.87319016,-0.42875847,1.9858187,-0.47377074,-0.8226079,-0.82697576,-0.39681175,-0.19971669,-1.1197386,-0.6021091,-1.2042451,-0.53670365,2.4497757,1.8623601,1.9852177,-0.33003068,0.93339604,-1.3170931,-1.0984988,0.19104445,1.6156565,-1.0561928,-0.75498503,1.3014407,1.5267439,0.99195665,-0.74236375,-0.9669751,0.15259671,-0.033246517,1.7851316,1.481688,1.2675033,1.5195069,1.986195,2.4323745,-0.18687934,1.2665534,0.8387496,0.49878466,-1.0233164,-0.95600975,-0.73948085,-0.26964414,0.25858355,-0.5919173,0.38005406,-1.0418795,0.5121298,-0.59671235,-0.2385419,-1.0734831,-0.9855987,-0.8096091,0.8562662,-0.8521542,-0.68120193,2.7838926,-0.40643367,-0.17082006,-1.0718597,1.6831558,-0.9912516,-0.19745564,-1.2286865,-1.326207,-0.4962947,-1.2222537,-1.0617311,0.38357687,-0.57451165,-0.5961722,1.8977965,0.8767288,-0.7107369,1.4184198,0.32998657,-0.18520159,-0.8465887,-0.28519303,-0.6581901,-0.23819202,0.03634119,0.07811248,-0.55433404,-0.7350385,-1.0100235,1.2457299,-0.7637177,-0.87834895,0.14579344,-0.73350286,0.85962427,-0.29098278,-0.80111456,0.036326647,-0.0065963864,0.5333836,-0.9293242,-0.7409177,1.5550824,-1.0284474,-0.6701794,-1.3151315,-0.97929686,-1.1056842,-1.0380594,0.9166607,-1.0129977
PSAR,-0.6366946,-0.04791093,-0.6263185,-0.25495702,1.5112957,-0.039331317,0.027026474,0.09097731,-0.6820001,0.8175778,-1.0984737,-1.196971,-1.0373509,-0.28013802,-0.46411848,1.500729,1.2919103,-0.7487956,-0.24399531,-0.8968311,-0.30273086,1.9209899,-0.4214148,-0.8760113,-0.8357938,-0.7014326,-0.14524579,-1.125623,-0.8714636,-1.2157065,-0.41324103,2.0924056,1.813269,1.867114,-0.37533337,0.98781604,-1.329534,-1.1394374,0.53063005,1.4247401,-1.0667485,-0.94637394,1.2107778,1.4882486,0.9625335,-0.6666902,-0.9379965,0.16075873,-0.09483439,1.6504264,1.1141386,1.3632154,1.4802693,1.622969,2.413953,-0.22739786,1.2572186,0.551218,0.39959002,-1.0323687,-1.2494376,-0.7390717,-0.32724434,0.31003195,-0.66152275,0.50952524,-0.99462575,0.71005917,-0.5735868,-0.3085875,-1.0838748,-1.0278599,-0.81640434,0.6486984,-0.85541415,-0.83210677,2.3642926,-0.23400763,-0.20938027,-1.1052961,1.8988967,-0.9279633,-0.1008383,-1.0769105,-1.5777627,-0.23511899,-1.2332344,-0.9855205,0.55536073,-0.61191344,-0.55879366,2.1251733,1.097954,-0.7283193,1.5311799,0.67557883,0.43797243,-0.9756562,-0.53851795,-0.715785,-0.113613844,-0.16144377,-0.046831846,-0.57906866,-0.75753534,-1.0742595,1.7060707,-0.7711071,-0.79354715,-0.052724242,-0.91940504,0.7171273,-0.23442245,-0.8212879,0.063512534,0.03183049,0.62399614,-0.98912245,-0.7648264,1.606363,-1.111059,-0.56762624,-1.3265978,-0.76159877,-1.1155012,-0.8904195,0.928245,-1.0218163
MACrossover,-0.61657625,0.033787727,-0.5436787,-0.50037766,1.3980821,0.39848363,-0.0988656,0.26356572,-0.7135162,0.8170826,-1.109721,-0.71414447,-1.1035056,-0.23176813,-0.52394295,0.97675097,1.1371138,-0.81736815,-0.4228947,-1.0040606,-0.42691225,2.0456939,-0.3651135,-0.9047558,-0.8556689,-0.4282124,-0.16569042,-1.0417713,-0.059660554,-1.2415392,-0.40319976,2.5310526,1.7984253,2.0284717,-0.46923977,1.1248956,-1.1870027,-0.9960581,0.18687421,1.8581157,-1.090541,-0.79381776,1.2866807,1.7244287,0.9513601,-0.77521306,-0.9467713,0.0731346,-0.023949742,1.425308,1.5294778,1.266632,1.293787,2.4736044,2.2765734,-0.16008538,1.1382878,0.97418576,0.56462795,-1.0510151,-0.95434284,-0.72607225,-0.57164216,0.058001816,-0.587415,0.21426213,-1.0022016,0.27504802,-0.6828103,-0.20124662,-0.9473527,-1.1615853,-0.8317203,0.98658854,-0.6314958,-0.73406506,2.597734,-0.43871197,-0.0793677,-1.109871,1.7133827,-0.96083534,-0.3192467,-1.005492,-1.270738,-0.44919756,-1.2487421,-1.0942476,0.27416694,-0.55234164,-0.58782196,2.0900187,0.8317584,-0.71984696,1.482403,0.48179257,-0.30756915,-0.8152772,-0.33274245,-0.35374033,-0.23803645,-0.16124701,0.035296023,-0.5717611,-0.7624048,-1.0599746,1.4834749,-0.7877619,-0.9610587,-0.3417536,-0.6176588,0.87795913,-0.30884755,-0.81984663,0.10772544,0.0238716,0.583616,-0.92703515,-0.78237855,1.5734674,-1.022118,-0.6081697,-1.3524419,-0.9177258,-1.1376277,-1.1452667,0.85415965,-1.041693
