round,generator
0,3
1,1
2,1
3,3
4,3
5,3
6,1
7,1
8,3
9,1
10,0
11,3
12,3
13,1
14,3
15,3
16,3
17,1
18,3
19,1
20,1
21,3
22,3
23,3
24,1
25,3
26,1
27,0
28,3
29,1
30,3
31,0
32,3
33,3
34,3
35,2
36,2
37,0
38,3
39,2
